2025-04-16 10:27:45,26.82 W
2025-04-16 10:27:50,26.04 W
2025-04-16 10:27:55,94.94 W
2025-04-16 10:28:00,94.42 W
2025-04-16 10:28:05,96.11 W
2025-04-16 10:28:10,41.87 W
2025-04-16 10:28:15,10.50 W
2025-04-16 10:28:20,21.66 W
2025-04-16 10:28:25,95.74 W
2025-04-16 10:28:30,95.91 W
2025-04-16 10:28:35,97.33 W
2025-04-16 10:28:40,97.57 W
2025-04-16 10:28:45,19.21 W
2025-04-16 10:28:50,33.36 W
2025-04-16 10:28:55,9.81 W
2025-04-16 10:29:01,97.34 W
2025-04-16 10:29:06,98.24 W
2025-04-16 10:29:11,99.18 W
2025-04-16 10:29:16,19.93 W
2025-04-16 10:29:21,81.57 W
2025-04-16 10:29:26,14.64 W
2025-04-16 10:29:31,96.97 W
2025-04-16 10:29:36,97.59 W
2025-04-16 10:29:41,97.68 W
2025-04-16 10:29:46,32.49 W
2025-04-16 10:29:51,10.70 W
2025-04-16 10:29:56,21.14 W
2025-04-16 10:30:01,88.49 W
2025-04-16 10:30:06,96.12 W
2025-04-16 10:30:11,96.59 W
2025-04-16 10:30:16,94.33 W
2025-04-16 10:30:21,13.08 W
2025-04-16 10:30:26,31.76 W
2025-04-16 10:30:31,10.09 W
2025-04-16 10:30:36,95.06 W
2025-04-16 10:30:41,95.95 W
2025-04-16 10:30:46,95.83 W
2025-04-16 10:30:52,26.65 W
2025-04-16 10:30:57,84.90 W
2025-04-16 10:31:02,10.59 W
2025-04-16 10:31:07,94.56 W
2025-04-16 10:31:12,95.75 W
2025-04-16 10:31:17,96.28 W
2025-04-16 10:31:22,32.64 W
2025-04-16 10:31:27,10.08 W
2025-04-16 10:31:32,19.19 W
2025-04-16 10:31:37,96.88 W
2025-04-16 10:31:42,97.56 W
2025-04-16 10:31:47,98.01 W
2025-04-16 10:31:52,79.51 W
2025-04-16 10:31:57,19.30 W
2025-04-16 10:32:02,29.36 W
2025-04-16 10:32:07,21.16 W
2025-04-16 10:32:12,98.97 W
2025-04-16 10:32:17,99.30 W
2025-04-16 10:32:22,99.45 W
2025-04-16 10:32:27,25.85 W
2025-04-16 10:32:32,60.78 W
2025-04-16 10:32:37,12.66 W
2025-04-16 10:32:43,97.29 W
2025-04-16 10:32:48,97.68 W
2025-04-16 10:32:53,97.42 W
2025-04-16 10:32:58,32.35 W
2025-04-16 10:33:03,15.39 W
2025-04-16 10:33:08,19.10 W
2025-04-16 10:33:13,51.68 W
