2025-04-15 22:04:57,9.35 W
2025-04-15 22:05:02,27.90 W
2025-04-15 22:05:07,26.83 W
2025-04-15 22:05:12,64.10 W
2025-04-15 22:05:17,52.22 W
2025-04-15 22:05:22,48.41 W
2025-04-15 22:05:27,45.35 W
2025-04-15 22:05:32,48.51 W
2025-04-15 22:05:37,62.13 W
2025-04-15 22:05:42,51.66 W
2025-04-15 22:05:47,49.20 W
2025-04-15 22:05:52,46.12 W
2025-04-15 22:05:57,54.14 W
2025-04-15 22:06:02,62.87 W
2025-04-15 22:06:07,51.18 W
2025-04-15 22:06:12,49.63 W
2025-04-15 22:06:17,47.65 W
2025-04-15 22:06:22,56.35 W
2025-04-15 22:06:27,60.99 W
2025-04-15 22:06:32,52.24 W
2025-04-15 22:06:38,50.38 W
2025-04-15 22:06:43,48.68 W
2025-04-15 22:06:48,57.91 W
2025-04-15 22:06:53,60.98 W
2025-04-15 22:06:58,52.41 W
2025-04-15 22:07:03,50.77 W
2025-04-15 22:07:08,48.41 W
2025-04-15 22:07:13,56.80 W
2025-04-15 22:07:18,62.35 W
2025-04-15 22:07:23,51.63 W
2025-04-15 22:07:28,49.60 W
2025-04-15 22:07:33,46.65 W
2025-04-15 22:07:38,55.23 W
2025-04-15 22:07:43,59.85 W
2025-04-15 22:07:48,50.15 W
2025-04-15 22:07:53,48.25 W
2025-04-15 22:07:58,46.44 W
2025-04-15 22:08:03,55.37 W
2025-04-15 22:08:08,55.66 W
2025-04-15 22:08:13,48.65 W
2025-04-15 22:08:18,47.59 W
2025-04-15 22:08:24,45.44 W
2025-04-15 22:08:29,56.25 W
2025-04-15 22:08:34,54.42 W
2025-04-15 22:08:39,48.02 W
2025-04-15 22:08:44,45.64 W
2025-04-15 22:08:49,45.26 W
2025-04-15 22:08:54,59.01 W
2025-04-15 22:08:59,53.42 W
2025-04-15 22:09:04,47.78 W
2025-04-15 22:09:09,45.29 W
2025-04-15 22:09:14,46.37 W
2025-04-15 22:09:19,58.80 W
2025-04-15 22:09:24,50.57 W
2025-04-15 22:09:29,43.15 W
2025-04-15 22:09:34,13.31 W
2025-04-15 22:09:39,54.36 W
2025-04-15 22:09:44,54.39 W
2025-04-15 22:09:49,49.71 W
2025-04-15 22:09:54,9.72 W
2025-04-15 22:09:59,47.09 W
2025-04-15 22:10:04,45.46 W
2025-04-15 22:10:09,57.58 W
2025-04-15 22:10:15,54.79 W
2025-04-15 22:10:20,48.54 W
2025-04-15 22:10:25,48.38 W
2025-04-15 22:10:30,46.14 W
2025-04-15 22:10:35,53.84 W
2025-04-15 22:10:40,62.16 W
2025-04-15 22:10:45,51.82 W
2025-04-15 22:10:50,49.54 W
2025-04-15 22:10:55,47.33 W
2025-04-15 22:11:00,53.12 W
2025-04-15 22:11:05,62.88 W
2025-04-15 22:11:10,51.39 W
2025-04-15 22:11:15,50.02 W
2025-04-15 22:11:20,48.15 W
2025-04-15 22:11:25,58.57 W
