2025-04-15 21:26:46,15.80 W
2025-04-15 21:26:51,19.70 W
2025-04-15 21:26:56,26.79 W
2025-04-15 21:27:01,97.74 W
2025-04-15 21:27:06,98.16 W
2025-04-15 21:27:11,99.16 W
2025-04-15 21:27:16,98.51 W
2025-04-15 21:27:21,99.23 W
2025-04-15 21:27:26,26.48 W
2025-04-15 21:27:32,57.87 W
2025-04-15 21:27:37,19.28 W
2025-04-15 21:27:42,100.26 W
2025-04-15 21:27:47,99.99 W
2025-04-15 21:27:52,101.00 W
2025-04-15 21:27:57,101.04 W
2025-04-15 21:28:02,99.67 W
2025-04-15 21:28:07,42.91 W
2025-04-15 21:28:12,15.28 W
2025-04-15 21:28:17,30.92 W
2025-04-15 21:28:22,15.89 W
2025-04-15 21:28:27,99.21 W
2025-04-15 21:28:32,95.73 W
2025-04-15 21:28:37,98.91 W
2025-04-15 21:28:42,98.67 W
2025-04-15 21:28:47,94.09 W
2025-04-15 21:28:52,14.88 W
2025-04-15 21:28:57,92.33 W
2025-04-15 21:29:02,14.12 W
2025-04-15 21:29:07,98.18 W
2025-04-15 21:29:12,97.76 W
2025-04-15 21:29:17,92.94 W
2025-04-15 21:29:23,98.25 W
2025-04-15 21:29:28,98.57 W
2025-04-15 21:29:33,34.14 W
2025-04-15 21:29:38,10.59 W
2025-04-15 21:29:43,30.50 W
2025-04-15 21:29:48,15.16 W
2025-04-15 21:29:53,97.05 W
2025-04-15 21:29:58,98.29 W
2025-04-15 21:30:03,91.92 W
2025-04-15 21:30:08,97.88 W
2025-04-15 21:30:13,97.92 W
2025-04-15 21:30:18,19.54 W
2025-04-15 21:30:23,97.64 W
2025-04-15 21:30:28,10.54 W
2025-04-15 21:30:33,93.07 W
2025-04-15 21:30:38,97.73 W
2025-04-15 21:30:43,97.89 W
2025-04-15 21:30:48,94.45 W
2025-04-15 21:30:53,97.47 W
2025-04-15 21:30:58,30.82 W
2025-04-15 21:31:03,18.78 W
2025-04-15 21:31:08,19.26 W
2025-04-15 21:31:14,21.34 W
2025-04-15 21:31:19,96.11 W
2025-04-15 21:31:24,97.82 W
2025-04-15 21:31:29,97.87 W
2025-04-15 21:31:34,97.12 W
2025-04-15 21:31:39,98.49 W
2025-04-15 21:31:44,19.31 W
2025-04-15 21:31:49,69.15 W
2025-04-15 21:31:54,10.58 W
2025-04-15 21:31:59,97.40 W
2025-04-15 21:32:04,97.25 W
2025-04-15 21:32:09,97.90 W
2025-04-15 21:32:14,97.39 W
2025-04-15 21:32:19,97.88 W
2025-04-15 21:32:24,30.70 W
2025-04-15 21:32:29,15.10 W
2025-04-15 21:32:34,19.03 W
2025-04-15 21:32:39,77.46 W
2025-04-15 21:32:44,97.53 W
2025-04-15 21:32:49,96.83 W
2025-04-15 21:32:54,97.48 W
2025-04-15 21:32:59,97.41 W
2025-04-15 21:33:05,65.63 W
2025-04-15 21:33:10,10.43 W
2025-04-15 21:33:15,33.00 W
2025-04-15 21:33:20,10.79 W
2025-04-15 21:33:25,97.39 W
2025-04-15 21:33:30,96.84 W
2025-04-15 21:33:35,96.98 W
2025-04-15 21:33:40,97.42 W
2025-04-15 21:33:45,97.64 W
2025-04-15 21:33:50,19.12 W
2025-04-15 21:33:55,69.68 W
2025-04-15 21:34:00,18.79 W
2025-04-15 21:34:05,96.47 W
2025-04-15 21:34:10,96.86 W
2025-04-15 21:34:15,98.25 W
2025-04-15 21:34:20,97.33 W
2025-04-15 21:34:25,97.81 W
2025-04-15 21:34:30,38.89 W
2025-04-15 21:34:35,10.42 W
2025-04-15 21:34:40,28.16 W
2025-04-15 21:34:45,10.31 W
2025-04-15 21:34:51,97.37 W
2025-04-15 21:34:56,97.15 W
2025-04-15 21:35:01,97.06 W
2025-04-15 21:35:06,97.45 W
2025-04-15 21:35:11,97.95 W
2025-04-15 21:35:16,18.87 W
2025-04-15 21:35:21,83.98 W
2025-04-15 21:35:26,18.92 W
2025-04-15 21:35:31,96.57 W
2025-04-15 21:35:36,97.74 W
2025-04-15 21:35:41,97.28 W
2025-04-15 21:35:46,97.32 W
2025-04-15 21:35:51,97.56 W
2025-04-15 21:35:56,30.70 W
